小区,户型,面积,价格,单价,朝向,位置,地铁
滨江江南之星,3室2厅1厨2卫,89.51㎡,370,41337元/平米,南,萧山 萧山新城区 ,
景冉佳园,3室2厅1厨1卫,83.17㎡,288,34628元/平米,南 北,钱塘新区 高教园区东 ,
江南豪园,3室2厅1厨2卫,146㎡,662,45343元/平米,南 北,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
美政花苑,3室1厅1厨1卫,72.05㎡,308,42749元/平米,南,上城 复兴 ,近地铁4号线复兴路站
佳兆业玖珑山,4室2厅1厨2卫,168㎡,495,29465元/平米,南 北,西湖 转塘 ,
青春坊,1室0厅1厨1卫,30.43㎡,147,48308元/平米,南,下城 长庆 ,近地铁2号线中河北路站
嘉绿名苑,2室2厅1厨1卫,93.45㎡,465,49760元/平米,南 北,西湖 嘉绿 ,近地铁2号线古翠路站
风雅乐府,4室2厅2厨2卫,135.08㎡,420,31093元/平米,南,余杭 万达广场 ,
亲亲家园三期,2室2厅1厨1卫,101.74㎡,305,29979元/平米,南,余杭 三墩 ,近地铁2号线墩祥街站
彩霞新村,2室1厅1厨1卫,47.3㎡,163,34461元/平米,南,上城 鼓楼 ,
世茂江滨花园峻景湾,2室2厅1厨1卫,87.87㎡,228,25948元/平米,南,钱塘新区 沿江南 ,
九莲新村,2室1厅1厨1卫,53.17㎡,218,41001元/平米,南 北,西湖 九莲 ,近地铁2号线学院路站
翡翠城二期,2室1厅1厨1卫,86.52㎡,310,35830元/平米,南 北,余杭 翡翠城 ,
翡翠城三期,2室1厅1厨1卫,88.74㎡,320,36061元/平米,南 北,余杭 翡翠城 ,
景芳新五区,2室1厅1厨1卫,69.1㎡,310,44863元/平米,南 北,江干 景芳 ,近地铁4号线景芳站
东厦东港花苑,3室2厅1厨1卫,89.41㎡,184,20580元/平米,南,余杭 临平 ,
金地艺境,3室2厅1厨1卫,87㎡,226,25978元/平米,南 北,余杭 乔司 ,近1号线(临平-湘湖)翁梅站
金盛曼城,2室2厅1厨1卫,87.82㎡,330,37577元/平米,南 北,滨江 浦沿 ,近地铁4号线浦沿站
翠苑五区,2室1厅1厨1卫,65.01㎡,250,38456元/平米,南,西湖 翠苑 ,近地铁2号线古翠路站
锦园小区,1室1厅1厨1卫,42.65㎡,186,43611元/平米,东 南,下城 建国北路 ,近地铁2号线建国北路站
北大资源未名府,3室2厅1厨1卫,88.26㎡,310,35124元/平米,南,余杭 未来科技城 ,
中海西溪华府,3室2厅1厨1卫,89.12㎡,406,45557元/平米,南,西湖 西溪 ,
北大资源未名府,3室2厅1厨2卫,112.71㎡,439,38950元/平米,南,余杭 未来科技城 ,
富力西溪悦居,3室2厅1厨1卫,88.92㎡,385,43298元/平米,南 北,余杭 未来科技城 ,
蚕花园永安坊,3室1厅1厨1卫,63.6㎡,203,31919元/平米,南,拱墅 拱宸桥 ,
翠苑二区,2室1厅1厨1卫,56.02㎡,230,41057元/平米,南 北,西湖 翠苑 ,近地铁2号线学院路站
彩虹城,4室1厅1厨2卫,147㎡,720,48980元/平米,北 南,滨江 彩虹城 ,近地铁4号线联庄站
都市水乡水滟苑,2室2厅1厨1卫,92.94㎡,265,28514元/平米,南 北,拱墅 三墩 ,近地铁2号线墩祥街站
金狮苑,1室1厅1厨1卫,45.72㎡,180,39371元/平米,南,上城 鼓楼 ,
大关南六苑,2室1厅1厨1卫,56.41㎡,205,36342元/平米,南,拱墅 大关 ,
青园小区,3室2厅1厨1卫,116.43㎡,530,45521元/平米,南,下城 朝晖 ,近1号线(临平-湘湖)西湖文化广场站
都市水乡水曲苑,3室1厅1厨1卫,97.56㎡,293,30033元/平米,西南,拱墅 三墩 ,近地铁2号线墩祥街站
万科大家世纪之光,3室2厅1厨1卫,81.21㎡,370,45561元/平米,南,萧山 钱江世纪城 ,
西溪诚园明礼苑,3室2厅1厨1卫,147.46㎡,460,31195元/平米,南,西湖 西溪 ,
中旅城仕公馆,3室2厅1厨2卫,88.98㎡,292,32817元/平米,南,江干 丁桥 ,
龙湖滟澜山澜轩,2室1厅1厨1卫,59.97㎡,227,37853元/平米,西北,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)金沙湖站
万家花城一期,3室2厅1厨1卫,88.45㎡,405,45789元/平米,南 北,拱墅 申花 ,
滨江曙光之城,3室2厅1厨1卫,89.73㎡,405,45136元/平米,南 北,江干 火车东站 ,
中海定山府,3室1厅1厨1卫,88.62㎡,258,29114元/平米,南,西湖 转塘 ,
中粮天悦大悦城,4室2厅1厨2卫,137㎡,645,47081元/平米,南,拱墅 和睦 ,
枫华府第,3室1厅1厨2卫,125.76㎡,725,57650元/平米,南,西湖 翠苑 ,近地铁2号线学院路站
顺发堤香,3室2厅1厨2卫,88.31㎡,340,38501元/平米,南,萧山 萧山新城区 ,
东方福邸,3室2厅1厨2卫,86.98㎡,530,60934元/平米,南,拱墅 申花 ,
高运学林尚苑,5室2厅1厨2卫,93.14㎡,375,40262元/平米,南,萧山 萧山市区 ,
复地上城,3室2厅1厨1卫,88.35㎡,247,27957元/平米,东 南,余杭 闲林 ,
回澜南园,3室1厅1厨1卫,93㎡,250,26882元/平米,南,萧山 萧山市区 ,
世茂江滨花园瑞景湾,3室2厅1厨1卫,88.78㎡,225,25344元/平米,南,钱塘新区 沿江南 ,近1号线(下沙江滨-湘湖)下沙江滨站
欧美金融城,3室2厅1厨1卫,89.57㎡,370,41309元/平米,南 北,余杭 未来科技城 ,
复兴南苑,2室1厅1厨1卫,47.33㎡,186,39299元/平米,南,上城 复兴 ,近地铁4号线复兴路站
秋水苑,3室2厅1厨2卫,110.34㎡,500,45315元/平米,南 北,西湖 文三西路 ,
紫金公寓,3室2厅1厨1卫,79.63㎡,290,36419元/平米,南,西湖 文三西路 ,
万家花城二期,3室2厅1厨1卫,88.5㎡,430,48588元/平米,南,拱墅 申花 ,
西溪华东园,4室2厅1厨2卫,137.8㎡,440,31931元/平米,南 北,余杭 翡翠城 ,
阳光城翡丽湾,3室2厅1厨2卫,89.63㎡,283,31575元/平米,南,江干 丁桥 ,
天运花园,3室2厅1厨2卫,144.79㎡,585,40404元/平米,南,江干 闸弄口 ,近地铁4号线新风站
众安国泰花园,3室2厅1厨2卫,175㎡,430,24572元/平米,南 北,萧山 萧山新城区 ,
银爵世纪公寓,4室2厅1厨2卫,131.42㎡,460,35003元/平米,南,滨江 浦沿 ,近地铁4号线杨家墩站
金都华庭,4室1厅1厨2卫,185.21㎡,930,50214元/平米,南,下城 流水苑 ,近1号线(临平-湘湖)打铁关站
万家花城一期,3室2厅1厨1卫,88.45㎡,420,47485元/平米,南,拱墅 申花 ,
山水人家潇湘居,3室2厅1厨2卫,131.1㎡,524,39970元/平米,南,西湖 文三西路 ,
凯林巷,3室1厅1厨1卫,63.74㎡,235,36869元/平米,南,江干 华家池 ,
中天西城纪,1室1厅1厨1卫,37.4㎡,106,28343元/平米,东,拱墅 申花 ,
冯山人巷,2室1厅1厨1卫,60.45㎡,265,43838元/平米,南 北,上城 清泰 ,近地铁2号线中河北路站
体育场路2-70号,2室1厅1厨1卫,44.9㎡,170,37862元/平米,南,下城 建国北路 ,近地铁2号线建国北路站
闲林山水木兰苑,3室2厅1厨2卫,124㎡,265,21371元/平米,南 北,余杭 闲林 ,
河西南38号,3室1厅1厨1卫,94.78㎡,360,37983元/平米,南 北,下城 流水苑 ,近1号线(临平-湘湖)西湖文化广场站
中国铁建青秀城,4室2厅1厨2卫,87.57㎡,440,50246元/平米,南,萧山 萧山新城区 ,
云溪香山,2室2厅1厨1卫,93.94㎡,315,33533元/平米,南,西湖 转塘 ,
西溪华东园,4室2厅1厨2卫,138.5㎡,447,32275元/平米,南 北,余杭 翡翠城 ,
流水苑,3室1厅1厨1卫,66.97㎡,260,38824元/平米,南,下城 流水苑 ,近1号线(临平-湘湖)打铁关站
沈塘新村,2室1厅1厨1卫,59.6㎡,340,57047元/平米,东,西湖 学军 ,近地铁2号线沈塘桥站
金都夏宫,3室2厅1厨2卫,89㎡,200,22472元/平米,南 北,余杭 临平 ,
倾城之恋,3室2厅1厨2卫,123.99㎡,590,47585元/平米,南,滨江 滨江区政府 ,
朗诗国际街区,3室2厅1厨1卫,80.37㎡,235,29240元/平米,南 北,钱塘新区 沿江北 ,近1号线(下沙江滨-湘湖)云水站
时代长岛之春,3室2厅1厨2卫,122.58㎡,370,30185元/平米,南,滨江 浦沿 ,
富力西溪悦居,3室2厅1厨1卫,89㎡,385,43259元/平米,南,余杭 未来科技城 ,
五一新村,1室0厅1厨1卫,32.85㎡,140,42618元/平米,南,拱墅 湖墅 ,近地铁2号线沈塘桥站
丁桥颐景园,1室1厅1厨1卫,54.45㎡,165,30304元/平米,南,江干 丁桥 ,
红街公寓,2室2厅1厨1卫,85㎡,335,39412元/平米,南,江干 火车东站 ,近地铁4号线新风站
朝晖七区,2室1厅1厨1卫,81㎡,280,34568元/平米,西南,下城 朝晖 ,近1号线(临平-湘湖)西湖文化广场站
景冉佳园,2室2厅1厨1卫,81.36㎡,258,31711元/平米,南,钱塘新区 高教园区东 ,
星桥桂花城,3室2厅1厨1卫,89.4㎡,205,22931元/平米,东,余杭 星桥 ,
伊萨卡国际城浩泽园,2室2厅1厨1卫,89.69㎡,252,28097元/平米,南,钱塘新区 沿江北 ,近1号线(下沙江滨-湘湖)下沙江滨站
三塘汶园,2室1厅1厨1卫,67.11㎡,220,32782元/平米,南,下城 三塘 ,
雅仕苑,2室1厅1厨1卫,68.15㎡,325,47689元/平米,南 北,西湖 文一西路 ,近地铁2号线丰潭路站
翠苑四区,2室1厅1厨1卫,51.73㎡,195,37696元/平米,南 北,西湖 翠苑 ,近地铁2号线古翠路站
景冉佳园,2室1厅1厨1卫,62.3㎡,210,33708元/平米,南 北,钱塘新区 高教园区东 ,
景芳一区,2室1厅1厨1卫,37.75㎡,155,41060元/平米,南,江干 景芳 ,近地铁4号线景芳站
翡翠城一期,4室2厅1厨3卫,243.37㎡,599,24613元/平米,南 北,余杭 翡翠城 ,
亲亲家园三期,2室1厅1厨1卫,89.21㎡,285,31948元/平米,南,余杭 三墩 ,近地铁2号线墩祥街站
近江家园二园,2室0厅1厨1卫,52.8㎡,278,52652元/平米,南,上城 近江 ,近1号线(临平-湘湖)近江站
左家新村,3室2厅1厨1卫,92.39㎡,370,40048元/平米,南 北,拱墅 湖墅 ,
翠苑一区,3室1厅1厨1卫,64.06㎡,298,46519元/平米,南,西湖 翠苑 ,近地铁2号线学院路站
亚洲城花园,2室1厅1厨1卫,80.57㎡,285,35373元/平米,南,西湖 古荡 ,近地铁2号线丰潭路站
钱塘雅苑,4室1厅1厨2卫,181.32㎡,680,37503元/平米,南,上城 复兴 ,近地铁4号线南星桥站
南北西岸,2室2厅1厨1卫,88.89㎡,410,46125元/平米,南,拱墅 桥西 ,
蓝天城市花园,2室2厅1厨1卫,80.88㎡,310,38329元/平米,南 北,江干 三里亭 ,近1号线(临平-湘湖)闸弄口站
新桥园,3室1厅1厨1卫,71.83㎡,195,27148元/平米,南 北,萧山 萧山市区 ,
信义坊,3室2厅1厨2卫,134.34㎡,590,43919元/平米,南 北 东,拱墅 信义坊 ,
中栋国际,3室1厅1厨2卫,87.72㎡,272,31008元/平米,南,萧山 萧山新城区 ,
凤起都市花园,3室2厅1厨2卫,156.54㎡,768,49061元/平米,南,下城 长庆 ,近地铁2号线建国北路站
滨江东方海岸(萧山),3室2厅1厨2卫,89.08㎡,306,34352元/平米,南 北,萧山 闻堰 ,
滨江金色江南,3室2厅1厨2卫,89.01㎡,450,50557元/平米,东 南 北,萧山 钱江世纪城 ,近地铁2号线飞虹路站
马塍路2号,2室1厅1厨1卫,55.05㎡,285,51772元/平米,南,西湖 文三 ,近地铁2号线武林门站
华瑞晴庐,3室2厅1厨1卫,89.83㎡,318,35401元/平米,南,萧山 萧山新城区 ,
保亿丽景山,3室2厅1厨1卫,88.97㎡,215,24166元/平米,南 北,余杭 闲林 ,
爵士风情花园,3室2厅1厨2卫,113.51㎡,225,19823元/平米,南 北,余杭 闲林 ,
浅水湾城市花园,4室1厅1厨2卫,126.51㎡,600,47428元/平米,南,拱墅 湖墅 ,近地铁2号线沈塘桥站
环西新村,3室1厅1厨1卫,68.08㎡,360,52879元/平米,南 北,下城 武林 ,近地铁2号线武林门站
江南文苑,2室1厅1厨1卫,86.1㎡,335,38909元/平米,南,滨江 浦沿 ,近地铁4号线杨家墩站
梅苑阁小区,3室2厅1厨2卫,107.48㎡,510,47451元/平米,南 北,西湖 文教 ,近地铁2号线沈塘桥站
大学路新村,2室1厅1厨1卫,61.6㎡,250,40585元/平米,南 北,上城 潮鸣 ,近1号线(临平-湘湖)城站站
世茂江滨商业中心,1室1厅1厨1卫,56.2㎡,85,15125元/平米,西,钱塘新区 沿江南 ,近1号线(下沙江滨-湘湖)下沙江滨站
泊林印象,3室2厅1厨1卫,88.41㎡,270,30540元/平米,西南,江干 九堡 ,近1号线(临平-湘湖)客运中心站
金昌春和钱塘,3室2厅1厨1卫,86.76㎡,405,46681元/平米,南,萧山 钱江世纪城 ,近地铁2号线飞虹路站
富越香郡,3室1厅1厨1卫,89.8㎡,415,46214元/平米,南,拱墅 桥西 ,
新州花苑,3室2厅1厨1卫,111.06㎡,510,45922元/平米,南,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
艮园社区,3室1厅1厨1卫,63.83㎡,248,38854元/平米,南 北,下城 建国北路 ,近地铁2号线建国北路站
武林巷38号,2室1厅1厨1卫,60.2㎡,400,66446元/平米,南,西湖 文三 ,
梦琴湾,2室2厅1厨1卫,89㎡,228,25618元/平米,南 北,钱塘新区 沿江北 ,近1号线(下沙江滨-湘湖)云水站
林之语,2室1厅1厨1卫,72.7㎡,209,28749元/平米,南,萧山 钱江世纪城 ,
金色黎明一期,3室2厅1厨1卫,83.5㎡,340,40719元/平米,南,江干 笕桥 ,
广和美地兰庭,3室1厅1厨1卫,88㎡,160,18182元/平米,南,余杭 仁和 ,
通和戈雅公寓,3室2厅1厨2卫,124㎡,310,25000元/平米,南,萧山 闻堰 ,
采荷街道商教苑社区,2室1厅1厨1卫,58.54㎡,255,43560元/平米,南 北,江干 四季青 ,
景芳四区,3室1厅1厨1卫,69.99㎡,262,37434元/平米,南,江干 景芳 ,近地铁4号线新塘站
紫庭花园,3室2厅1厨2卫,141.14㎡,780,55265元/平米,南 北,下城 和平 ,近1号线(临平-湘湖)打铁关站
德信银树湾,3室1厅1厨1卫,87.7㎡,390,44470元/平米,南,拱墅 桥西 ,
新州花苑,3室2厅2厨2卫,138.66㎡,635,45796元/平米,东南,滨江 滨江区政府 ,
仁苑,3室2厅1厨1卫,126.01㎡,536,42537元/平米,南,滨江 长河 ,
翠苑一区,2室1厅1厨1卫,48.49㎡,205,42277元/平米,南 北,西湖 翠苑 ,近地铁2号线学院路站
湖山帝景湾,2室2厅1厨1卫,88.7㎡,230,25931元/平米,南,余杭 未来科技城 ,
世茂江滨花园峻景湾,3室2厅1厨3卫,206.92㎡,460,22231元/平米,南,钱塘新区 沿江南 ,
昆仑府,2室2厅1厨1卫,64.94㎡,308,47429元/平米,南 北,余杭 西溪 ,
小河路,2室1厅1厨1卫,50.14㎡,251,50060元/平米,南,拱墅 桥西 ,
东田玉城,3室2厅1厨2卫,92.12㎡,220,23882元/平米,南 北,余杭 良渚 ,
长德公寓,2室1厅1厨1卫,65.8㎡,220,33435元/平米,南,下城 三塘 ,
流水苑,2室1厅1厨1卫,68.53㎡,275,40129元/平米,南,下城 流水苑 ,近1号线(临平-湘湖)打铁关站
万科魅力之城,2室2厅1厨1卫,88.14㎡,230,26095元/平米,南,江干 九堡 ,
恒大帝景,3室2厅1厨2卫,87.12㎡,245,28123元/平米,南,萧山 南部卧城 ,
岸上蓝山,2室2厅1厨1卫,88.04㎡,219.5,24932元/平米,南,余杭 闲林 ,
中大凤栖花园,3室1厅1厨2卫,146.23㎡,660,45135元/平米,南 北,下城 潮鸣 ,近地铁2号线建国北路站
阳光逸城,2室1厅1厨1卫,61.45㎡,174,28316元/平米,南,江干 丁桥 ,
和新南苑,2室1厅1厨1卫,64.04㎡,260,40600元/平米,南,拱墅 和睦 ,
大关西六苑,1室1厅1厨1卫,42.69㎡,153,35840元/平米,南 北,拱墅 大关 ,
假山新村,2室1厅1厨1卫,54.17㎡,215,39690元/平米,南,拱墅 德胜 ,
朝晖五区,2室1厅1厨1卫,54.99㎡,215,39099元/平米,南,下城 朝晖 ,近1号线(临平-湘湖)西湖文化广场站
万家星城,3室2厅1厨2卫,139.33㎡,590,42346元/平米,南,下城 三塘 ,
北大资源未名府,3室2厅1厨2卫,89㎡,350,39326元/平米,南,余杭 未来科技城 ,
众安理想湾,3室1厅1厨2卫,112.28㎡,200,17813元/平米,南,余杭 临平 ,
理想银泰城,3室2厅1厨1卫,93㎡,248,26667元/平米,南,余杭 临平 ,
东田怡丰城,4室2厅1厨2卫,96㎡,230,23959元/平米,南,余杭 乔司 ,
西溪诚园致诚苑,3室2厅1厨1卫,87.57㎡,600,68517元/平米,南,西湖 西溪 ,
朗诗未来街区,2室2厅1厨1卫,72㎡,205,28473元/平米,南,余杭 乔司 ,近1号线(临平-湘湖)翁梅站
求是村,2室2厅1厨1卫,90.42㎡,630,69675元/平米,西南,西湖 黄龙 ,
金地自在城,3室1厅1厨2卫,79.46㎡,285,35868元/平米,南,西湖 三墩 ,近地铁2号线金家渡站
金都夏宫,3室2厅1厨2卫,89.83㎡,185,20595元/平米,南,余杭 临平 ,
京惠花园,2室1厅1厨1卫,49.61㎡,173,34873元/平米,南,江干 闸弄口 ,近1号线(临平-湘湖)闸弄口站
嘉里云荷廷,3室2厅1厨2卫,89.67㎡,425,47397元/平米,南,西湖 之江 ,
金盛曼城,2室2厅1厨1卫,88.34㎡,325,36790元/平米,南 北,滨江 浦沿 ,近地铁4号线浦沿站
富力新线公园,3室2厅1厨2卫,89.69㎡,360,40139元/平米,南,余杭 未来科技城 ,
花园南村,2室2厅1厨1卫,61.67㎡,430,69726元/平米,南,西湖 文教 ,近地铁2号线学院路站
闲林山水紫薇苑,3室2厅1厨1卫,74.67㎡,216,28928元/平米,南,余杭 闲林 ,
恒逸金榈湾,3室2厅1厨1卫,92.76㎡,205,22101元/平米,南,萧山 临浦 ,
圣奥领寓,2室2厅1厨1卫,87.66㎡,278,31714元/平米,南,江干 九堡 ,近1号线(临平-湘湖)客运中心站
中铁九逸,3室2厅1厨1卫,89.17㎡,182,20411元/平米,南,余杭 临平 ,
美之园西区,3室2厅1厨2卫,108.33㎡,290,26771元/平米,南 北,萧山 湘湖 ,
理想康城国际,3室2厅1厨2卫,88.35㎡,210,23770元/平米,南,余杭 临平 ,
西子三水公寓,3室2厅1厨2卫,151㎡,160,10597元/平米,南 北,萧山 萧山开发区 ,
宋都晨光国际,3室1厅1厨1卫,89㎡,270,30338元/平米,东南 南,钱塘新区 沿江南 ,
闲林山水丹枫苑,1室1厅1厨1卫,55.55㎡,155,27903元/平米,西南,余杭 闲林 ,
和睦新村,2室1厅1厨1卫,53.76㎡,190,35343元/平米,南 北,拱墅 和睦 ,
流水苑,2室1厅1厨1卫,51.72㎡,195,37704元/平米,南 北,下城 流水苑 ,近1号线(临平-湘湖)打铁关站
保利东湾,2室1厅1厨1卫,88.5㎡,245,27684元/平米,南,钱塘新区 沿江南 ,
湖畔花园太子苑,3室2厅1厨1卫,105.6㎡,565,53504元/平米,南,西湖 文一西路 ,近地铁2号线文新站
大学路新村,2室2厅1厨1卫,66.79㎡,270,40426元/平米,南,上城 潮鸣 ,近1号线(临平-湘湖)城站站
现代景苑,2室2厅1厨1卫,81.9㎡,395,48230元/平米,南,下城 和平 ,
康乐香港城,3室2厅1厨2卫,99.84㎡,368,36859元/平米,南,西湖 文三西路 ,
万科北宸之光,3室1厅1厨1卫,86.39㎡,305,35306元/平米,南,余杭 万达广场 ,
亲亲家园三期,3室2厅1厨1卫,109.6㎡,345,31479元/平米,南,余杭 三墩 ,近地铁2号线墩祥街站
坤和西溪里,3室2厅1厨2卫,127㎡,630,49607元/平米,南 北,西湖 西溪 ,
南岸晶都花园,3室2厅1厨1卫,117.5㎡,389,33107元/平米,南,滨江 长河 ,
九龙仓碧玺,3室1厅1厨1卫,82.22㎡,505,61421元/平米,南,拱墅 桥西 ,
合景天峻,4室2厅1厨2卫,127.9㎡,478,37373元/平米,南 北,余杭 未来科技城 ,
金色黎明三期,3室2厅1厨1卫,88㎡,380,43182元/平米,南,江干 笕桥 ,
都市港湾,1室1厅1厨1卫,46.83㎡,75,16016元/平米,西,余杭 临平 ,
星汇荣邸,3室1厅1厨1卫,87.16㎡,326,37403元/平米,南,滨江 浦沿 ,近地铁4号线杨家墩站
翠苑五区,3室1厅1厨1卫,75.37㎡,325,43121元/平米,南,西湖 翠苑 ,近地铁2号线古翠路站
中国铁建保利像素,3室2厅1厨2卫,88.66㎡,230,25942元/平米,南,钱塘新区 大学城北 ,
燕语林森公寓,3室2厅1厨2卫,122.83㎡,438,35660元/平米,南,滨江 西兴 ,近1号线(临平-湘湖)西兴站
复地连城国际,2室2厅1厨1卫,85.87㎡,208,24223元/平米,南 北,余杭 乔司 ,
南都花园二区,3室2厅1厨1卫,85.23㎡,345,40479元/平米,南 北,西湖 文一西路 ,近地铁2号线文新站
佳兆业君汇上品,3室1厅1厨1卫,89㎡,250,28090元/平米,南,余杭 乔司 ,近1号线(临平-湘湖)乔司南站
闲林山水丹枫苑,2室1厅1厨1卫,73.19㎡,207,28283元/平米,南 北,余杭 闲林 ,
民生路,1室1厅1厨1卫,30.63㎡,145,47340元/平米,南,上城 清泰 ,近1号线(临平-湘湖)定安路站
左邻右舍,2室2厅1厨1卫,78.61㎡,275,34983元/平米,南 北,江干 九堡 ,近1号线(临平-湘湖)客运中心站
青春坊,2室1厅1厨1卫,46.02㎡,193,41939元/平米,南 北,下城 长庆 ,近地铁2号线中河北路站
康乐香港城,3室1厅1厨1卫,99.45㎡,355,35697元/平米,南,西湖 文三西路 ,
